started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-07-20 21:31:16.151000+00:00,2021-07-20 22:46:44.534000+00:00,4528,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-20 21:35:23.207000+00:00,2021-07-20 21:44:00.409000+00:00,517,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-07-20 21:38:48.127000+00:00,2021-07-20 22:47:15.931000+00:00,4107,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-20 21:38:57.018000+00:00,2021-07-20 21:51:28.973000+00:00,751,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-20 21:39:38.711000+00:00,2021-07-20 21:51:14.871000+00:00,696,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-20 21:42:03.417000+00:00,2021-07-20 21:48:05.143000+00:00,361,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-20 21:45:22.728000+00:00,2021-07-20 21:56:57.236000+00:00,694,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-20 22:03:07.730000+00:00,2021-07-20 22:43:20.915000+00:00,2413,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-20 22:03:12.382000+00:00,2021-07-20 22:43:14.988000+00:00,2402,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-20 22:04:29.499000+00:00,2021-07-20 22:10:33.156000+00:00,363,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-20 22:06:27.752000+00:00,2021-07-20 22:11:55.393000+00:00,327,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-07-20 22:19:37.300000+00:00,2021-07-20 22:50:30.551000+00:00,1853,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-20 22:21:03.910000+00:00,2021-07-20 22:51:27.136000+00:00,1823,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-20 22:27:55.111000+00:00,2021-07-20 23:11:16.574000+00:00,2601,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-07-20 22:29:28.673000+00:00,2021-07-20 22:36:13.415000+00:00,404,1098,Marchmont Crescent,Corner of Marchmont Road,55.936431918148195,-3.194150044314256,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-20 22:40:03.024000+00:00,2021-07-20 22:50:27.100000+00:00,624,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-07-20 22:42:31.095000+00:00,2021-07-20 22:47:56.584000+00:00,325,1768,Thirlestane Road,On corner with St Margaret's Place,55.935323709648124,-3.198763443819871,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-20 22:44:46.637000+00:00,2021-07-20 22:49:59.257000+00:00,312,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-20 22:45:59.453000+00:00,2021-07-20 22:56:46.987000+00:00,647,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-07-20 22:46:21.609000+00:00,2021-07-20 23:28:10.131000+00:00,2508,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-07-20 22:46:21.688000+00:00,2021-07-20 23:26:24.369000+00:00,2402,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-07-20 22:46:24.080000+00:00,2021-07-20 23:26:26.411000+00:00,2402,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-07-20 22:51:26.789000+00:00,2021-07-20 23:07:02.051000+00:00,935,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-20 22:57:32.319000+00:00,2021-07-21 00:45:08.486000+00:00,6456,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-20 22:57:59.131000+00:00,2021-07-20 23:15:05.714000+00:00,1026,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-20 23:01:03.836000+00:00,2021-07-20 23:15:30.150000+00:00,866,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-20 23:07:48.374000+00:00,2021-07-20 23:15:20.821000+00:00,452,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-20 23:08:00.119000+00:00,2021-07-20 23:15:46.139000+00:00,466,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-20 23:17:31.992000+00:00,2021-07-21 00:45:06.841000+00:00,5254,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-20 23:20:51.587000+00:00,2021-07-20 23:37:00.714000+00:00,969,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-20 23:40:20.606000+00:00,2021-07-21 00:00:11.892000+00:00,1191,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-07-20 23:43:10.294000+00:00,2021-07-20 23:50:46.668000+00:00,456,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-20 23:43:52.966000+00:00,2021-07-20 23:59:01.602000+00:00,908,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825
2021-07-21 00:04:33.165000+00:00,2021-07-21 00:15:22.049000+00:00,648,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-21 00:30:03.296000+00:00,2021-07-21 01:30:36.923000+00:00,3633,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-21 00:36:05.046000+00:00,2021-07-21 00:45:05.460000+00:00,540,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-07-21 00:40:34.792000+00:00,2021-07-21 00:55:37.265000+00:00,902,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-21 00:52:28.992000+00:00,2021-07-21 01:00:26.046000+00:00,477,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-07-21 02:18:05.814000+00:00,2021-07-21 02:26:04.076000+00:00,478,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-07-21 03:52:28.343000+00:00,2021-07-21 05:21:18.513000+00:00,5330,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-21 03:52:35.291000+00:00,2021-07-21 05:21:02.463000+00:00,5307,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-21 04:53:52.199000+00:00,2021-07-21 05:35:47.131000+00:00,2514,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-21 04:59:17.650000+00:00,2021-07-21 05:11:02.805000+00:00,705,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-21 05:05:56.273000+00:00,2021-07-21 07:51:54.376000+00:00,9958,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003
2021-07-21 05:39:41.386000+00:00,2021-07-21 05:54:24.492000+00:00,883,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-21 05:40:33.523000+00:00,2021-07-21 05:48:03.210000+00:00,449,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-21 05:51:44.863000+00:00,2021-07-21 06:05:23.015000+00:00,818,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2021-07-21 05:57:37.737000+00:00,2021-07-21 06:13:14.601000+00:00,936,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-21 06:04:36.183000+00:00,2021-07-21 06:31:18.857000+00:00,1602,1725,Edinburgh Zoo,"Corstorphine Road, Edinburgh",55.94211534619251,-3.2692867654484417,1725,Edinburgh Zoo,"Corstorphine Road, Edinburgh",55.94211534619251,-3.2692867654484417
2021-07-21 06:16:33.088000+00:00,2021-07-21 06:30:10.630000+00:00,817,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-07-21 06:25:46.167000+00:00,2021-07-21 06:38:46.320000+00:00,780,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-21 06:38:51.520000+00:00,2021-07-21 06:55:06.833000+00:00,975,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-07-21 06:40:16.808000+00:00,2021-07-21 06:59:43.230000+00:00,1166,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.959536249717715,-3.223434402338853
2021-07-21 07:04:08.329000+00:00,2021-07-21 07:17:05.878000+00:00,777,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-07-21 07:13:17.035000+00:00,2021-07-21 07:17:56.356000+00:00,279,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1737,Inverleith Row,Corner with Inverleith Terrace,55.964117879889585,-3.2020947474163677
2021-07-21 07:15:02.338000+00:00,2021-07-21 07:22:53.954000+00:00,471,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-21 07:23:09.539000+00:00,2021-07-21 07:36:08.685000+00:00,779,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-21 07:31:13.928000+00:00,2021-07-21 07:36:49.714000+00:00,335,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-21 07:31:14.931000+00:00,2021-07-21 07:39:38.181000+00:00,503,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-21 07:35:56.814000+00:00,2021-07-21 07:43:24.831000+00:00,448,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-21 07:37:40.593000+00:00,2021-07-21 07:46:33.080000+00:00,532,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-21 07:40:42.403000+00:00,2021-07-21 07:56:27.576000+00:00,945,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-21 07:41:30.545000+00:00,2021-07-21 08:09:21.795000+00:00,1671,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2021-07-21 07:42:39.699000+00:00,2021-07-21 08:13:37.538000+00:00,1857,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 07:43:33.515000+00:00,2021-07-21 08:09:38.206000+00:00,1564,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247
2021-07-21 07:44:18.036000+00:00,2021-07-21 08:07:43.364000+00:00,1405,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1725,Edinburgh Zoo,"Corstorphine Road, Edinburgh",55.94211534619251,-3.2692867654484417
2021-07-21 07:47:24.116000+00:00,2021-07-21 10:06:01.979000+00:00,8317,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-07-21 07:48:20.681000+00:00,2021-07-21 08:01:13.633000+00:00,772,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-07-21 07:49:53.382000+00:00,2021-07-21 08:04:57.260000+00:00,903,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1809,Royal Edinburgh Hospital,Next to Kennedy Tower,55.92781815597736,-3.2133077222032247
2021-07-21 07:51:17.817000+00:00,2021-07-21 09:45:04.970000+00:00,6827,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-07-21 07:52:26.335000+00:00,2021-07-21 08:05:23.402000+00:00,777,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761
2021-07-21 07:57:36.154000+00:00,2021-07-21 08:05:49.452000+00:00,493,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2021-07-21 08:09:14.378000+00:00,2021-07-21 08:58:23.864000+00:00,2949,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-07-21 08:11:10.291000+00:00,2021-07-21 11:59:56.356000+00:00,13726,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 08:17:01.896000+00:00,2021-07-21 12:01:38.591000+00:00,13476,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 08:18:42.328000+00:00,2021-07-21 08:42:01.250000+00:00,1398,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 08:21:46.607000+00:00,2021-07-21 08:43:34.423000+00:00,1307,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.2318471509140636,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-21 08:23:54.289000+00:00,2021-07-21 08:40:50.226000+00:00,1015,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-07-21 08:35:27.112000+00:00,2021-07-21 08:51:10.222000+00:00,943,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2021-07-21 08:38:12.394000+00:00,2021-07-21 08:52:52.255000+00:00,879,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 08:42:42.662000+00:00,2021-07-21 12:01:13.753000+00:00,11911,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-21 08:44:20.215000+00:00,2021-07-21 08:52:51.962000+00:00,511,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825
2021-07-21 08:46:30.094000+00:00,2021-07-21 08:56:07.732000+00:00,577,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-21 08:48:43.459000+00:00,2021-07-21 09:10:13.427000+00:00,1289,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-21 08:49:18.620000+00:00,2021-07-21 08:58:39.316000+00:00,560,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-21 08:49:55.280000+00:00,2021-07-21 08:55:49.687000+00:00,354,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-21 08:50:15.576000+00:00,2021-07-21 08:58:47.222000+00:00,511,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-21 08:55:21.461000+00:00,2021-07-21 10:05:56.280000+00:00,4234,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,1754,Murrayfield Tram,Next to Murrayfield Tram Station,55.94191081116495,-3.2378003138226177
2021-07-21 08:58:43.620000+00:00,2021-07-21 09:14:43.586000+00:00,959,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388913
2021-07-21 09:00:00.310000+00:00,2021-07-21 09:43:26.135000+00:00,2605,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-21 09:02:11.603000+00:00,2021-07-21 09:19:01.609000+00:00,1010,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906
2021-07-21 09:02:30.256000+00:00,2021-07-21 10:05:51.793000+00:00,3801,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1754,Murrayfield Tram,Next to Murrayfield Tram Station,55.94191081116495,-3.2378003138226177
2021-07-21 09:10:10.373000+00:00,2021-07-21 09:23:31.295000+00:00,800,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-21 09:10:21.193000+00:00,2021-07-21 09:23:40.124000+00:00,798,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-21 09:15:50.911000+00:00,2021-07-21 09:28:42.561000+00:00,771,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-07-21 09:27:44.817000+00:00,2021-07-21 09:35:20.342000+00:00,455,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388913,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-07-21 09:31:07.351000+00:00,2021-07-21 10:21:44.773000+00:00,3037,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-21 09:32:20.041000+00:00,2021-07-21 10:21:55.517000+00:00,2975,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-21 09:38:40.856000+00:00,2021-07-21 10:01:05.734000+00:00,1344,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-21 09:41:53.040000+00:00,2021-07-21 10:13:10.312000+00:00,1877,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.959536249717715,-3.223434402338853
2021-07-21 09:47:07.021000+00:00,2021-07-21 10:05:05.192000+00:00,1078,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.1889197367352153
2021-07-21 09:47:07.661000+00:00,2021-07-21 10:04:28.667000+00:00,1041,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.1889197367352153
2021-07-21 09:52:01.914000+00:00,2021-07-21 10:47:46.255000+00:00,3344,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-21 09:53:47.462000+00:00,2021-07-21 10:05:21.317000+00:00,693,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-21 10:04:05.647000+00:00,2021-07-21 10:14:54.162000+00:00,648,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-21 10:06:26.966000+00:00,2021-07-21 10:29:04.346000+00:00,1357,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-21 10:09:39.718000+00:00,2021-07-21 11:05:31.321000+00:00,3351,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-21 10:10:18.283000+00:00,2021-07-21 10:27:27.227000+00:00,1028,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761
2021-07-21 10:10:28.098000+00:00,2021-07-21 10:57:46.587000+00:00,2838,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-21 10:13:40.891000+00:00,2021-07-21 10:34:09.324000+00:00,1228,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-21 10:17:30.557000+00:00,2021-07-21 10:39:50.462000+00:00,1339,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247
2021-07-21 10:17:39.909000+00:00,2021-07-21 10:27:24.233000+00:00,584,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
