started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-07-10 13:47:52.253000+00:00,2021-07-10 14:37:19.242000+00:00,2966,1758,Queen Margaret University,University Courtyard,55.931980482636575,-3.0731046336811687,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128
2021-07-10 13:48:52.844000+00:00,2021-07-10 13:57:16.954000+00:00,504,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-10 13:50:20.424000+00:00,2021-07-10 14:00:43.742000+00:00,623,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-10 13:53:19.079000+00:00,2021-07-10 14:56:45.361000+00:00,3806,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 13:53:25.313000+00:00,2021-07-10 14:56:24.625000+00:00,3779,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 13:55:02.068000+00:00,2021-07-10 14:22:11.862000+00:00,1629,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-10 13:57:39.241000+00:00,2021-07-10 14:45:51.421000+00:00,2892,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433
2021-07-10 13:59:19.214000+00:00,2021-07-10 14:47:09.821000+00:00,2870,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537,1822,Edinburgh Park Station,Next to Rail and Tram stations,55.927382676939004,-3.307442444578868
2021-07-10 14:00:01.568000+00:00,2021-07-10 14:23:18.844000+00:00,1397,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-10 14:01:02.324000+00:00,2021-07-10 14:34:08.437000+00:00,1986,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:04:11.772000+00:00,2021-07-10 14:52:11.813000+00:00,2880,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 14:05:34.300000+00:00,2021-07-10 14:41:17.846000+00:00,2143,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-07-10 14:05:53.262000+00:00,2021-07-10 14:52:01.965000+00:00,2768,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 14:07:43.416000+00:00,2021-07-10 14:41:00.889000+00:00,1997,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-07-10 14:12:07.871000+00:00,2021-07-10 15:19:10.821000+00:00,4022,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434
2021-07-10 14:15:34.972000+00:00,2021-07-10 14:28:46.916000+00:00,791,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 14:20:50.314000+00:00,2021-07-10 14:43:42.895000+00:00,1372,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-07-10 14:23:41.974000+00:00,2021-07-10 15:08:13.512000+00:00,2671,260,Lauriston Place,near Chalmers Street,55.944771652335476,-3.1972658564195626,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 14:24:11.717000+00:00,2021-07-10 14:42:31.921000+00:00,1100,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1737,Inverleith Row,Corner with Inverleith Terrace,55.964117879889585,-3.2020947474163677
2021-07-10 14:24:57.012000+00:00,2021-07-10 14:48:09.374000+00:00,1392,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-10 14:25:49.469000+00:00,2021-07-10 14:48:28.408000+00:00,1358,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-10 14:26:52.344000+00:00,2021-07-10 16:23:11.040000+00:00,6978,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-07-10 14:28:15.424000+00:00,2021-07-10 15:07:45.401000+00:00,2369,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 14:28:28.169000+00:00,2021-07-10 14:44:11.573000+00:00,943,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-10 14:29:10.319000+00:00,2021-07-10 15:29:17.398000+00:00,3607,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:29:42.510000+00:00,2021-07-10 15:27:54.121000+00:00,3491,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:30:13.985000+00:00,2021-07-10 15:07:48.200000+00:00,2254,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 14:31:35.484000+00:00,2021-07-10 17:15:08.114000+00:00,9812,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-07-10 14:32:16.510000+00:00,2021-07-10 17:16:45.574000+00:00,9869,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-07-10 14:34:59.613000+00:00,2021-07-10 14:44:30.022000+00:00,570,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-10 14:35:14.103000+00:00,2021-07-10 14:44:39.443000+00:00,565,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038
2021-07-10 14:35:51.754000+00:00,2021-07-10 14:43:35.653000+00:00,463,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:38:41.040000+00:00,2021-07-10 14:49:56.443000+00:00,675,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-10 14:43:09.218000+00:00,2021-07-10 15:10:15.271000+00:00,1626,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-10 14:43:17.253000+00:00,2021-07-10 14:50:37.765000+00:00,440,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069
2021-07-10 14:44:18.767000+00:00,2021-07-10 15:23:50.247000+00:00,2371,1815,Sighthill - Edinburgh College,Sighthill Campus,55.926684277487574,-3.2894811171216665,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-10 14:45:28.892000+00:00,2021-07-10 15:42:42.315000+00:00,3433,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 14:46:10.681000+00:00,2021-07-10 14:54:48.243000+00:00,517,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433
2021-07-10 14:50:19.062000+00:00,2021-07-10 15:17:02.821000+00:00,1603,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1809,Royal Edinburgh Hospital,Next to Kennedy Tower,55.92781815597736,-3.2133077222032247
2021-07-10 14:50:40.393000+00:00,2021-07-10 16:42:12.777000+00:00,6692,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-10 14:51:06.737000+00:00,2021-07-10 15:23:34.133000+00:00,1947,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-10 14:51:09.452000+00:00,2021-07-10 15:23:34.631000+00:00,1945,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-10 14:51:15.930000+00:00,2021-07-10 16:42:30.776000+00:00,6674,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-10 14:51:16.931000+00:00,2021-07-10 15:23:14.296000+00:00,1917,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-10 14:52:59.165000+00:00,2021-07-10 15:30:32.167000+00:00,2253,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:54:17.814000+00:00,2021-07-10 15:23:57.359000+00:00,1779,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-10 14:54:45.602000+00:00,2021-07-10 15:05:15.131000+00:00,629,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388913,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-10 14:56:19.860000+00:00,2021-07-10 15:20:22.612000+00:00,1442,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:56:25.337000+00:00,2021-07-10 15:16:30.363000+00:00,1205,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 14:57:22.150000+00:00,2021-07-10 15:41:21.721000+00:00,2639,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 14:58:11.585000+00:00,2021-07-10 16:35:30.307000+00:00,5838,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-10 14:59:34.206000+00:00,2021-07-10 16:06:37.130000+00:00,4022,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-10 15:02:29.899000+00:00,2021-07-10 15:08:36.677000+00:00,366,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-07-10 15:07:52.939000+00:00,2021-07-10 16:31:34.180000+00:00,5021,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-10 15:12:39.885000+00:00,2021-07-10 16:36:03.447000+00:00,5003,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-10 15:13:22.195000+00:00,2021-07-10 15:50:58.293000+00:00,2256,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-07-10 15:15:19.561000+00:00,2021-07-10 15:26:23.941000+00:00,664,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-10 15:15:47.478000+00:00,2021-07-10 16:35:18.130000+00:00,4770,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 15:19:06.358000+00:00,2021-07-10 15:26:51.341000+00:00,464,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-07-10 15:24:57.430000+00:00,2021-07-10 16:04:02.849000+00:00,2345,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-10 15:25:22.530000+00:00,2021-07-10 16:04:16.170000+00:00,2333,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-10 15:26:28.873000+00:00,2021-07-10 15:49:25.440000+00:00,1376,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257
2021-07-10 15:31:53.441000+00:00,2021-07-10 16:31:51.196000+00:00,3597,1822,Edinburgh Park Station,Next to Rail and Tram stations,55.927382676939004,-3.307442444578868,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-07-10 15:35:23.524000+00:00,2021-07-10 15:50:42.364000+00:00,918,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825
2021-07-10 15:35:43.545000+00:00,2021-07-10 17:41:10.969000+00:00,7527,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 15:38:34.554000+00:00,2021-07-10 16:12:00.423000+00:00,2005,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-07-10 15:39:39.483000+00:00,2021-07-10 16:13:45.982000+00:00,2046,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-07-10 15:40:43.319000+00:00,2021-07-10 15:59:15.003000+00:00,1111,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-10 15:41:03.001000+00:00,2021-07-10 15:58:49.102000+00:00,1066,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-10 15:41:08.250000+00:00,2021-07-10 15:53:41.544000+00:00,753,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 15:42:01.266000+00:00,2021-07-10 15:57:58.403000+00:00,957,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434
2021-07-10 15:42:05.557000+00:00,2021-07-10 16:28:41.991000+00:00,2796,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-10 15:42:15.345000+00:00,2021-07-10 15:58:14.925000+00:00,959,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-10 15:45:40.990000+00:00,2021-07-10 15:57:28.568000+00:00,707,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-10 15:45:59.472000+00:00,2021-07-10 16:21:43.776000+00:00,2144,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 15:46:40.912000+00:00,2021-07-10 16:21:47.504000+00:00,2106,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-07-10 15:46:54.492000+00:00,2021-07-10 15:58:38.011000+00:00,703,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-10 15:49:03.827000+00:00,2021-07-10 16:13:58.884000+00:00,1495,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 15:51:09.152000+00:00,2021-07-10 16:26:42.169000+00:00,2133,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 15:57:10.156000+00:00,2021-07-10 16:27:03.031000+00:00,1792,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 15:58:26.738000+00:00,2021-07-10 18:44:18.521000+00:00,9951,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-07-10 16:04:44.902000+00:00,2021-07-10 16:49:38.606000+00:00,2693,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-10 16:10:57.333000+00:00,2021-07-10 16:17:55.195000+00:00,417,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-07-10 16:11:01.107000+00:00,2021-07-10 16:47:48.986000+00:00,2207,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 16:11:06.759000+00:00,2021-07-10 16:49:46.718000+00:00,2319,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-10 16:12:54.630000+00:00,2021-07-10 17:28:52.803000+00:00,4558,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-10 16:14:37.601000+00:00,2021-07-10 17:01:37.988000+00:00,2820,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.2318471509140636
2021-07-10 16:16:38.876000+00:00,2021-07-10 16:33:22.280000+00:00,1003,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.1918903325579038,1098,Marchmont Crescent,Corner of Marchmont Road,55.936431918148195,-3.194150044314256
2021-07-10 16:17:31.285000+00:00,2021-07-10 16:29:33.493000+00:00,722,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-10 16:18:14.089000+00:00,2021-07-10 16:29:34.013000+00:00,679,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095964994
2021-07-10 16:18:23.829000+00:00,2021-07-10 17:14:17.720000+00:00,3353,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-10 16:20:44.077000+00:00,2021-07-10 16:48:08.481000+00:00,1644,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.1889197367352153,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-10 16:22:01.017000+00:00,2021-07-10 17:14:43.991000+00:00,3162,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-10 16:32:20.339000+00:00,2021-07-10 17:03:18.243000+00:00,1857,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 16:32:34.150000+00:00,2021-07-10 16:54:30.250000+00:00,1316,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-10 16:35:39.901000+00:00,2021-07-10 17:03:38.189000+00:00,1678,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-10 16:38:15.332000+00:00,2021-07-10 17:00:54.280000+00:00,1358,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-10 16:38:22.842000+00:00,2021-07-10 16:44:23.933000+00:00,361,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-07-10 16:40:38.877000+00:00,2021-07-10 16:49:31.905000+00:00,533,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-07-10 16:47:18.043000+00:00,2021-07-10 17:23:35.429000+00:00,2177,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-10 16:49:01.047000+00:00,2021-07-10 17:23:00.681000+00:00,2039,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1039,Lothian Road,Outside the Usher Hall,55.947409199207115,-3.2057654971365537
2021-07-10 16:50:11.647000+00:00,2021-07-10 18:10:23.292000+00:00,4811,1822,Edinburgh Park Station,Next to Rail and Tram stations,55.927382676939004,-3.307442444578868,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-10 16:54:47.756000+00:00,2021-07-10 17:30:27.317000+00:00,2139,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1770,Ellersly Road,Corner with A8 Corstorphine Road at Western Terrace,55.945045875212095,-3.250881447188249
2021-07-10 16:54:47.889000+00:00,2021-07-10 17:30:20.100000+00:00,2132,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536,1770,Ellersly Road,Corner with A8 Corstorphine Road at Western Terrace,55.945045875212095,-3.250881447188249
2021-07-10 17:01:26.975000+00:00,2021-07-10 17:08:57.496000+00:00,450,256,St Andrews House,beside Jacobs ladder,55.95316433242384,-3.181682340931843,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-10 17:04:39.827000+00:00,2021-07-10 17:10:27.246000+00:00,347,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-07-10 17:06:02.278000+00:00,2021-07-10 17:38:54.602000+00:00,1972,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 17:06:21.833000+00:00,2021-07-10 17:39:45.484000+00:00,2003,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1024,Meadow Place,End of Meadow Place,55.940237631689435,-3.194640214184801
2021-07-10 17:06:24.111000+00:00,2021-07-10 17:38:25.068000+00:00,1920,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
